34,-1,581.34,1.81,76.49,167.28,0.5410,-1,-1,-1
35,-1,972.11,202.93,106.89,262.34,0.7881,-1,-1,-1
35,-1,581.31,1.91,76.54,166.88,0.5224,-1,-1,-1
36,-1,974.89,205.01,109.97,255.55,0.7849,-1,-1,-1
36,-1,581.32,1.97,76.60,166.35,0.4856,-1,-1,-1
37,-1,984.38,204.35,107.85,253.24,0.7728,-1,-1,-1
37,-1,581.25,1.92,76.61,166.55,0.4902,-1,-1,-1
38,-1,988.25,204.41,106.92,255.06,0.7284,-1,-1,-1
38,-1,581.24,1.94,76.65,166.56,0.4767,-1,-1,-1
39,-1,994.86,204.82,113.14,252.50,0.6700,-1,-1,-1
39,-1,581.26,1.89,76.63,166.53,0.5024,-1,-1,-1
40,-1,1004.07,208.03,112.56,252.12,0.7689,-1,-1,-1
40,-1,581.28,1.95,76.63,166.42,0.4994,-1,-1,-1
41,-1,1006.36,209.02,110.34,273.98,0.8024,-1,-1,-1
41,-1,581.38,1.97,76.73,166.28,0.4751,-1,-1,-1
42,-1,1012.95,218.97,106.82,273.35,0.8207,-1,-1,-1
42,-1,580.67,1.31,78.30,167.81,0.4580,-1,-1,-1
43,-1,1018.09,222.59,102.77,268.64,0.8192,-1,-1,-1
43,-1,581.21,1.94,76.89,166.15,0.4802,-1,-1,-1
44,-1,1021.73,225.82,102.57,271.14,0.8416,-1,-1,-1
44,-1,581.25,1.91,76.72,166.29,0.4595,-1,-1,-1
45,-1,1024.59,228.01,102.85,270.82,0.8613,-1,-1,-1
45,-1,580.67,1.30,78.34,168.37,0.4495,-1,-1,-1
46,-1,1027.35,229.46,107.50,273.71,0.8070,-1,-1,-1
46,-1,581.20,1.98,76.97,166.26,0.4749,-1,-1,-1
47,-1,1036.25,231.31,107.49,272.55,0.7114,-1,-1,-1
47,-1,581.35,1.92,76.94,166.32,0.5087,-1,-1,-1
48,-1,1043.00,233.71,105.66,271.43,0.7065,-1,-1,-1
48,-1,581.09,1.97,77.23,166.26,0.5232,-1,-1,-1
49,-1,1046.48,242.33,101.55,259.62,0.6649,-1,-1,-1
49,-1,580.99,2.00,77.38,166.25,0.5275,-1,-1,-1
50,-1,1049.17,241.23,103.66,263.04,0.7054,-1,-1,-1
50,-1,581.07,2.08,77.11,166.11,0.4701,-1,-1,-1
51,-1,1055.01,241.68,105.94,268.29,0.7119,-1,-1,-1
51,-1,579.26,2.31,79.41,165.51,0.5129,-1,-1,-1
52,-1,1062.73,234.90,112.50,270.23,0.7569,-1,-1,-1
52,-1,1065.53,263.92,84.74,240.14,0.6114,-1,-1,-1
52,-1,579.76,2.41,78.80,165.54,0.5147,-1,-1,-1
53,-1,1066.37,235.78,111.10,262.92,0.5737,-1,-1,-1
53,-1,579.93,2.35,78.62,165.67,0.5080,-1,-1,-1
53,-1,1070.10,269.48,86.33,230.72,0.4060,-1,-1,-1
54,-1,1071.58,238.09,113.08,276.62,0.6395,-1,-1,-1
54,-1,579.72,2.34,78.85,165.79,0.5171,-1,-1,-1
55,-1,1074.25,247.95,107.12,273.66,0.5871,-1,-1,-1
55,-1,579.81,2.42,78.70,165.68,0.5032,-1,-1,-1
56,-1,1078.08,257.04,103.03,272.04,0.6096,-1,-1,-1
56,-1,579.93,2.46,78.56,165.78,0.4918,-1,-1,-1
56,-1,1129.41,246.07,68.61,268.41,0.3469,-1,-1,-1
56,-1,1106.88,242.65,85.95,287.83,0.3322,-1,-1,-1
57,-1,1085.68,253.54,115.42,300.59,0.7218,-1,-1,-1
57,-1,579.99,2.47,78.49,165.71,0.5183,-1,-1,-1
58,-1,1090.06,256.04,114.50,299.35,0.7534,-1,-1,-1
58,-1,580.16,2.35,78.35,165.57,0.5445,-1,-1,-1
59,-1,1091.60,259.00,123.53,294.53,0.8015,-1,-1,-1
59,-1,580.21,2.39,78.25,165.48,0.5286,-1,-1,-1
60,-1,1097.81,259.20,127.67,296.90,0.7479,-1,-1,-1
60,-1,580.09,2.32,78.57,165.61,0.5447,-1,-1,-1
61,-1,1104.39,262.90,121.62,291.59,0.7244,-1,-1,-1
61,-1,580.25,2.32,78.42,165.58,0.5199,-1,-1,-1
62,-1,1112.14,265.98,133.48,322.05,0.7118,-1,-1,-1
62,-1,580.19,2.24,78.58,165.71,0.5345,-1,-1,-1
63,-1,1122.69,265.51,123.87,317.40,0.7227,-1,-1,-1
63,-1,580.35,2.26,78.42,165.96,0.5447,-1,-1,-1
64,-1,1131.60,265.57,120.45,313.31,0.6981,-1,-1,-1
64,-1,580.39,2.27,78.39,165.94,0.5349,-1,-1,-1
65,-1,1135.63,267.10,125.60,294.90,0.7034,-1,-1,-1
65,-1,580.44,2.25,78.28,165.86,0.5421,-1,-1,-1
66,-1,1145.37,268.36,117.82,295.46,0.7071,-1,-1,-1
66,-1,580.45,2.21,78.28,166.04,0.5650,-1,-1,-1
67,-1,1152.01,269.61,132.56,273.99,0.6440,-1,-1,-1
67,-1,581.05,2.26,77.20,166.01,0.5328,-1,-1,-1
68,-1,1157.21,272.38,132.21,272.91,0.7139,-1,-1,-1
68,-1,581.17,2.24,77.03,166.02,0.5310,-1,-1,-1
69,-1,581.19,2.22,76.96,165.96,0.5386,-1,-1,-1
69,-1,1161.48,274.27,134.42,275.16,0.4498,-1,-1,-1
70,-1,1168.15,278.02,135.44,291.63,0.6696,-1,-1,-1
70,-1,581.08,2.21,77.24,165.97,0.5473,-1,-1,-1
71,-1,1169.59,279.26,136.78,283.21,0.8058,-1,-1,-1
71,-1,580.99,2.23,77.34,165.95,0.5356,-1,-1,-1
72,-1,1174.69,284.50,131.75,293.05,0.7999,-1,-1,-1
72,-1,580.86,2.22,77.47,166.22,0.4963,-1,-1,-1
73,-1,1177.77,291.54,132.04,303.58,0.7938,-1,-1,-1
73,-1,580.45,2.17,77.93,166.21,0.5025,-1,-1,-1
74,-1,1178.64,297.40,134.64,300.51,0.7473,-1,-1,-1
74,-1,580.54,2.19,77.74,166.04,0.5112,-1,-1,-1
75,-1,1178.33,299.66,139.19,314.21,0.7642,-1,-1,-1
75,-1,580.50,2.20,77.83,166.04,0.4983,-1,-1,-1
76,-1,1183.68,298.06,138.69,316.43,0.7261,-1,-1,-1
76,-1,580.66,2.21,77.55,166.03,0.5189,-1,-1,-1
77,-1,1193.81,307.71,138.38,311.00,0.8428,-1,-1,-1
77,-1,580.61,2.23,77.65,166.01,0.5253,-1,-1,-1
78,-1,1200.77,311.64,136.44,307.48,0.8032,-1,-1,-1
78,-1,580.70,2.20,77.54,166.03,0.5273,-1,-1,-1
79,-1,1206.39,310.40,135.83,306.22,0.7807,-1,-1,-1
79,-1,580.79,2.16,77.43,166.07,0.5254,-1,-1,-1
80,-1,1213.94,314.02,134.29,302.23,0.8356,-1,-1,-1
80,-1,580.85,2.16,77.35,166.07,0.5245,-1,-1,-1
81,-1,1218.28,315.05,135.12,303.42,0.8398,-1,-1,-1
81,-1,580.77,2.23,77.50,165.99,0.5080,-1,-1,-1
82,-1,1230.07,325.98,131.82,284.49,0.7487,-1,-1,-1
82,-1,580.88,2.18,77.42,165.81,0.5228,-1,-1,-1
83,-1,1235.63,316.78,131.91,294.72,0.7943,-1,-1,-1
83,-1,580.89,2.16,77.55,165.82,0.5189,-1,-1,-1
84,-1,1238.41,312.16,139.96,302.93,0.7595,-1,-1,-1
84,-1,580.90,2.09,77.54,165.91,0.5339,-1,-1,-1
85,-1,1247.47,328.09,135.82,282.43,0.8185,-1,-1,-1
85,-1,581.14,2.15,77.19,166.01,0.4976,-1,-1,-1
86,-1,1251.01,330.25,135.47,287.56,0.8097,-1,-1,-1
86,-1,581.17,2.16,77.18,165.91,0.4860,-1,-1,-1
87,-1,1258.91,350.79,139.47,310.74,0.7652,-1,-1,-1
87,-1,581.26,2.17,76.89,165.88,0.4879,-1,-1,-1
88,-1,1262.88,357.21,135.65,307.08,0.7194,-1,-1,-1
88,-1,581.46,2.20,76.67,165.73,0.4329,-1,-1,-1
89,-1,1267.40,354.62,136.22,319.13,0.7350,-1,-1,-1
89,-1,581.31,2.15,76.79,166.26,0.4456,-1,-1,-1
90,-1,1269.02,356.75,146.26,327.58,0.7436,-1,-1,-1
90,-1,581.29,2.11,76.94,166.26,0.4517,-1,-1,-1
91,-1,1270.44,365.21,153.32,319.26,0.6936,-1,-1,-1
91,-1,581.32,2.05,77.12,166.17,0.4810,-1,-1,-1
92,-1,1280.21,370.79,159.52,324.74,0.6585,-1,-1,-1
92,-1,581.57,1.95,77.04,166.20,0.4527,-1,-1,-1
93,-1,1295.21,374.07,156.56,323.60,0.7356,-1,-1,-1
93,-1,581.55,1.98,77.09,166.21,0.4320,-1,-1,-1
94,-1,1307.97,381.46,146.33,283.67,0.4444,-1,-1,-1
94,-1,581.53,1.95,77.08,166.07,0.4373,-1,-1,-1
95,-1,1309.75,395.31,134.55,295.23,0.5495,-1,-1,-1
95,-1,581.53,1.91,76.92,166.14,0.4527,-1,-1,-1
96,-1,581.57,1.91,76.79,166.12,0.4441,-1,-1,-1
97,-1,581.53,1.84,76.79,166.24,0.4435,-1,-1,-1
98,-1,1338.68,402.75,140.47,284.46,0.4913,-1,-1,-1
98,-1,581.41,1.80,76.90,166.24,0.4492,-1,-1,-1
99,-1,581.46,1.81,76.84,166.18,0.4543,-1,-1,-1
100,-1,581.49,1.82,76.78,166.18,0.4346,-1,-1,-1
101,-1,580.79,2.11,78.19,167.18,0.5151,-1,-1,-1
101,-1,1352.69,408.12,133.08,276.86,0.3515,-1,-1,-1
102,-1,580.69,2.06,78.28,168.65,0.5190,-1,-1,-1
103,-1,580.64,2.07,78.32,168.55,0.5370,-1,-1,-1
104,-1,1363.33,410.30,162.29,306.17,0.7701,-1,-1,-1
104,-1,580.60,2.08,78.42,168.19,0.5395,-1,-1,-1
105,-1,1360.59,413.42,168.18,308.19,0.7972,-1,-1,-1
105,-1,580.59,2.08,78.45,168.41,0.5198,-1,-1,-1
106,-1,1363.67,416.83,168.43,297.98,0.6940,-1,-1,-1
106,-1,580.59,2.06,78.49,168.38,0.5348,-1,-1,-1
107,-1,1386.71,423.77,155.82,295.62,0.6611,-1,-1,-1
107,-1,580.57,2.12,78.56,168.31,0.5075,-1,-1,-1
108,-1,1390.10,428.56,156.94,303.27,0.5782,-1,-1,-1
108,-1,580.47,2.09,78.63,168.03,0.5176,-1,-1,-1
109,-1,1388.54,435.47,156.53,305.41,0.7442,-1,-1,-1
109,-1,580.51,2.09,78.52,167.89,0.5106,-1,-1,-1
110,-1,1394.07,438.17,150.60,327.26,0.7934,-1,-1,-1
110,-1,580.30,2.14,78.46,167.08,0.5178,-1,-1,-1
111,-1,1395.57,442.26,148.74,326.86,0.7997,-1,-1,-1
111,-1,580.40,2.18,78.29,167.01,0.5028,-1,-1,-1
112,-1,1397.27,449.61,153.84,319.70,0.8066,-1,-1,-1
112,-1,580.50,2.21,78.16,166.97,0.4924,-1,-1,-1
113,-1,1391.51,459.60,161.98,309.48,0.8192,-1,-1,-1
113,-1,580.48,2.19,78.25,167.07,0.4934,-1,-1,-1
114,-1,1400.03,458.00,155.66,310.61,0.7996,-1,-1,-1
114,-1,580.44,2.20,78.17,166.98,0.5069,-1,-1,-1
115,-1,1400.94,460.08,161.04,309.77,0.7830,-1,-1,-1
115,-1,580.42,2.20,78.21,166.98,0.4986,-1,-1,-1
116,-1,1413.28,463.65,154.90,302.36,0.5801,-1,-1,-1
116,-1,579.97,2.17,78.71,167.29,0.5267,-1,-1,-1
117,-1,1421.10,464.25,154.80,303.26,0.7418,-1,-1,-1
117,-1,579.47,2.16,79.15,167.03,0.5939,-1,-1,-1
118,-1,1423.99,471.30,156.84,288.66,0.6286,-1,-1,-1
118,-1,579.42,2.17,79.18,166.80,0.5962,-1,-1,-1
119,-1,579.37,2.19,79.24,166.81,0.5914,-1,-1,-1
119,-1,1420.96,473.80,160.17,290.36,0.5884,-1,-1,-1
120,-1,1419.22,470.56,169.76,299.61,0.7190,-1,-1,-1
120,-1,579.42,2.20,79.08,166.74,0.5875,-1,-1,-1
121,-1,1419.74,467.10,174.49,307.63,0.7550,-1,-1,-1
121,-1,579.42,2.28,79.10,166.64,0.5834,-1,-1,-1
122,-1,1418.44,464.43,182.83,323.17,0.7223,-1,-1,-1
122,-1,579.38,2.30,79.17,166.64,0.5752,-1,-1,-1
123,-1,1421.86,468.53,181.39,335.11,0.8097,-1,-1,-1
123,-1,579.32,2.29,79.26,166.74,0.5770,-1,-1,-1
124,-1,1422.37,464.62,185.94,340.24,0.8440,-1,-1,-1
124,-1,579.43,2.31,79.15,166.66,0.5672,-1,-1,-1
125,-1,1425.07,467.86,187.39,331.42,0.8312,-1,-1,-1
125,-1,579.46,2.30,79.13,166.73,0.5682,-1,-1,-1
126,-1,1428.49,471.65,192.48,341.10,0.8130,-1,-1,-1
126,-1,579.39,2.32,79.13,166.65,0.5549,-1,-1,-1
127,-1,1429.34,473.91,193.04,342.04,0.8438,-1,-1,-1
127,-1,579.36,2.23,79.24,166.68,0.5571,-1,-1,-1
128,-1,1430.65,478.47,202.85,334.40,0.8168,-1,-1,-1
128,-1,579.42,2.22,79.19,166.53,0.5490,-1,-1,-1
129,-1,1440.90,476.92,195.54,334.66,0.8145,-1,-1,-1
129,-1,579.38,2.21,79.21,166.48,0.5472,-1,-1,-1
130,-1,1445.79,479.67,195.05,335.80,0.8203,-1,-1,-1
130,-1,579.33,2.22,79.30,166.46,0.5403,-1,-1,-1
131,-1,1457.27,488.76,183.70,322.28,0.8049,-1,-1,-1
131,-1,579.48,2.23,79.26,166.43,0.5428,-1,-1,-1
132,-1,1460.79,487.87,185.23,326.55,0.7237,-1,-1,-1
132,-1,579.45,2.25,79.17,166.29,0.5548,-1,-1,-1
133,-1,1467.60,503.02,179.71,283.82,0.7209,-1,-1,-1
133,-1,579.18,2.20,79.43,166.32,0.5911,-1,-1,-1
134,-1,1469.17,508.30,183.75,286.71,0.7737,-1,-1,-1
134,-1,579.14,2.18,79.51,166.42,0.5952,-1,-1,-1
135,-1,1473.84,509.99,183.83,289.69,0.8029,-1,-1,-1
135,-1,579.06,2.18,79.65,166.36,0.5983,-1,-1,-1
136,-1,1477.60,510.29,182.09,278.31,0.7495,-1,-1,-1
136,-1,579.10,2.18,79.64,166.44,0.5905,-1,-1,-1
137,-1,1477.93,514.80,182.55,273.24,0.7827,-1,-1,-1
137,-1,579.00,2.20,79.68,166.42,0.5913,-1,-1,-1
138,-1,1480.53,515.86,182.12,271.07,0.8078,-1,-1,-1
138,-1,578.99,2.17,79.70,166.46,0.6033,-1,-1,-1
139,-1,1480.78,518.53,183.10,261.58,0.8066,-1,-1,-1
139,-1,578.99,2.18,79.60,166.36,0.6070,-1,-1,-1
140,-1,1481.85,520.84,182.15,259.97,0.7310,-1,-1,-1
140,-1,579.15,2.15,79.71,166.48,0.5955,-1,-1,-1
141,-1,1481.88,526.49,185.29,260.26,0.7558,-1,-1,-1
141,-1,580.10,2.25,78.51,166.57,0.5005,-1,-1,-1
142,-1,1482.60,523.63,182.55,266.17,0.7223,-1,-1,-1
142,-1,580.07,2.22,78.41,166.78,0.5341,-1,-1,-1
143,-1,1485.24,526.92,195.56,261.94,0.5923,-1,-1,-1
143,-1,580.07,2.32,78.38,166.73,0.5299,-1,-1,-1
144,-1,1478.88,527.86,202.90,265.51,0.5747,-1,-1,-1
144,-1,580.03,2.30,78.63,166.85,0.5342,-1,-1,-1
145,-1,1481.76,527.67,198.18,268.48,0.5579,-1,-1,-1
145,-1,580.10,2.28,78.55,166.88,0.5383,-1,-1,-1
146,-1,1423.61,531.04,238.15,282.53,0.6231,-1,-1,-1
146,-1,580.07,2.31,78.44,166.71,0.5416,-1,-1,-1
146,-1,1496.28,532.97,180.76,284.81,0.3168,-1,-1,-1
147,-1,1419.12,534.40,241.69,281.16,0.6545,-1,-1,-1
147,-1,580.02,2.32,78.42,166.61,0.5344,-1,-1,-1
148,-1,580.04,2.32,78.51,166.56,0.5355,-1,-1,-1
148,-1,1418.53,546.85,222.52,269.32,0.4875,-1,-1,-1
148,-1,1484.02,534.28,201.33,289.21,0.3631,-1,-1,-1
149,-1,1419.25,549.16,217.71,269.84,0.5760,-1,-1,-1
149,-1,579.97,2.32,78.52,166.66,0.5614,-1,-1,-1
149,-1,1458.42,536.07,220.77,288.67,0.3748,-1,-1,-1
150,-1,1419.06,551.48,204.24,272.30,0.5886,-1,-1,-1
150,-1,579.97,2.32,78.47,166.63,0.5616,-1,-1,-1
150,-1,1449.25,538.64,234.87,291.77,0.4059,-1,-1,-1
151,-1,1418.93,544.94,245.90,285.64,0.6395,-1,-1,-1
151,-1,581.07,1.74,78.84,168.31,0.4656,-1,-1,-1
151,-1,1503.09,541.53,178.88,293.33,0.3416,-1,-1,-1
152,-1,1418.87,543.87,248.08,290.15,0.6988,-1,-1,-1
152,-1,580.94,1.74,78.80,168.53,0.4568,-1,-1,-1
152,-1,1502.09,541.91,180.66,296.58,0.3181,-1,-1,-1
153,-1,1419.00,545.87,247.47,289.61,0.6505,-1,-1,-1
153,-1,580.93,1.71,78.99,168.76,0.4579,-1,-1,-1
153,-1,1494.38,543.28,180.66,387.81,0.3139,-1,-1,-1
154,-1,1419.26,545.59,247.08,291.94,0.6228,-1,-1,-1
154,-1,581.00,1.68,79.14,169.82,0.4515,-1,-1,-1
154,-1,1499.70,544.00,172.08,380.83,0.3473,-1,-1,-1
155,-1,1469.95,544.53,201.24,288.64,0.5447,-1,-1,-1
155,-1,580.98,1.67,79.06,169.44,0.4417,-1,-1,-1
156,-1,1426.65,544.86,243.56,293.68,0.6568,-1,-1,-1
156,-1,580.74,1.66,79.52,168.97,0.4433,-1,-1,-1
156,-1,1493.71,545.27,179.07,318.91,0.3248,-1,-1,-1
157,-1,1418.68,541.80,248.80,292.67,0.6829,-1,-1,-1
157,-1,580.70,1.61,79.73,169.36,0.4547,-1,-1,-1
158,-1,1474.13,543.93,196.32,295.00,0.6257,-1,-1,-1
158,-1,580.80,1.56,79.67,169.43,0.4740,-1,-1,-1
159,-1,1462.29,544.22,205.67,285.90,0.5551,-1,-1,-1
159,-1,581.57,2.50,77.62,167.33,0.4629,-1,-1,-1
160,-1,1412.06,541.74,253.63,291.94,0.6309,-1,-1,-1
160,-1,581.48,2.46,77.66,167.20,0.4784,-1,-1,-1
161,-1,1420.29,533.03,241.96,290.50,0.7399,-1,-1,-1
161,-1,581.41,2.41,77.66,166.90,0.5162,-1,-1,-1
162,-1,1409.99,532.92,255.47,287.38,0.7461,-1,-1,-1
162,-1,581.41,2.40,77.60,167.00,0.5071,-1,-1,-1
163,-1,1415.65,533.98,246.44,286.84,0.7753,-1,-1,-1
163,-1,581.41,2.39,77.61,166.96,0.5008,-1,-1,-1
164,-1,1407.72,532.62,252.77,281.25,0.7534,-1,-1,-1
164,-1,581.42,2.37,77.61,166.91,0.4827,-1,-1,-1
165,-1,1454.39,540.44,210.40,269.96,0.6301,-1,-1,-1
165,-1,581.56,2.37,77.59,167.00,0.4597,-1,-1,-1
166,-1,1457.16,538.61,204.35,253.43,0.6199,-1,-1,-1
166,-1,581.40,2.33,77.69,166.41,0.4855,-1,-1,-1
167,-1,1461.91,544.72,211.38,255.79,0.6124,-1,-1,-1
167,-1,581.43,2.34,77.61,166.34,0.4843,-1,-1,-1
168,-1,1463.66,545.23,193.54,251.86,0.6282,-1,-1,-1
168,-1,581.38,2.33,77.57,166.43,0.4953,-1,-1,-1
169,-1,1392.58,544.46,266.98,247.16,0.6850,-1,-1,-1
169,-1,581.48,2.36,77.42,166.39,0.4865,-1,-1,-1
170,-1,1392.70,540.20,265.90,260.11,0.6578,-1,-1,-1
170,-1,580.90,1.38,78.94,167.85,0.4629,-1,-1,-1
171,-1,1461.30,536.75,192.89,247.86,0.5535,-1,-1,-1
171,-1,580.94,1.35,78.86,167.94,0.4590,-1,-1,-1
172,-1,1405.18,528.97,246.77,252.80,0.5822,-1,-1,-1
172,-1,580.96,1.42,78.92,167.76,0.4546,-1,-1,-1
173,-1,1408.88,534.93,244.37,254.14,0.5960,-1,-1,-1
173,-1,580.83,1.35,79.02,167.97,0.4901,-1,-1,-1
174,-1,1430.16,531.23,223.30,249.47,0.5809,-1,-1,-1
174,-1,580.85,1.34,79.05,168.36,0.4753,-1,-1,-1
175,-1,1408.52,529.41,247.88,270.95,0.6872,-1,-1,-1
175,-1,580.77,1.37,79.03,168.30,0.4664,-1,-1,-1
176,-1,1478.62,529.71,174.02,284.95,0.5874,-1,-1,-1
176,-1,1388.38,529.49,263.76,288.24,0.5141,-1,-1,-1
176,-1,580.83,1.40,79.09,168.32,0.4525,-1,-1,-1
177,-1,1483.68,527.33,167.10,285.89,0.5440,-1,-1,-1
177,-1,580.85,1.45,79.02,168.05,0.4499,-1,-1,-1
177,-1,1415.76,528.75,234.51,279.02,0.3421,-1,-1,-1
178,-1,1486.26,528.25,165.78,283.46,0.5424,-1,-1,-1
178,-1,1411.17,529.86,240.02,283.61,0.5142,-1,-1,-1
178,-1,580.85,1.52,78.96,168.18,0.4202,-1,-1,-1
179,-1,1460.09,528.97,190.43,299.44,0.4459,-1,-1,-1
179,-1,580.83,1.48,79.00,168.33,0.4275,-1,-1,-1
179,-1,1484.19,526.37,170.92,404.17,0.3108,-1,-1,-1
180,-1,1400.46,525.62,249.24,297.31,0.6012,-1,-1,-1
180,-1,1492.00,524.76,158.92,293.50,0.5996,-1,-1,-1
180,-1,580.81,1.43,78.99,168.37,0.4347,-1,-1,-1
181,-1,1399.32,521.11,251.39,302.71,0.7133,-1,-1,-1
181,-1,580.46,1.36,79.48,168.60,0.4380,-1,-1,-1
182,-1,1394.26,521.21,257.75,294.73,0.7076,-1,-1,-1
182,-1,1484.05,521.30,170.40,294.58,0.5543,-1,-1,-1
182,-1,580.52,1.32,79.32,168.70,0.4376,-1,-1,-1
183,-1,1402.27,521.04,249.25,295.84,0.7209,-1,-1,-1
183,-1,580.52,1.29,79.36,168.85,0.4432,-1,-1,-1
184,-1,1483.43,521.90,169.81,290.67,0.5369,-1,-1,-1
184,-1,1407.82,522.27,243.42,293.03,0.4872,-1,-1,-1
184,-1,581.35,2.31,77.38,167.51,0.4484,-1,-1,-1
185,-1,1453.65,521.45,199.11,301.47,0.5489,-1,-1,-1
185,-1,580.67,1.29,78.93,169.64,0.4407,-1,-1,-1
186,-1,1479.30,524.63,176.95,291.01,0.5707,-1,-1,-1
186,-1,580.63,1.31,78.80,169.00,0.4383,-1,-1,-1
187,-1,1474.68,527.59,181.11,289.69,0.6178,-1,-1,-1
187,-1,580.65,1.38,78.78,168.95,0.4355,-1,-1,-1
188,-1,1450.20,531.79,205.82,291.31,0.5524,-1,-1,-1
188,-1,580.74,1.35,78.65,168.94,0.4382,-1,-1,-1
189,-1,1442.07,528.23,215.59,294.93,0.4800,-1,-1,-1
189,-1,580.71,1.34,78.70,168.96,0.4457,-1,-1,-1
190,-1,1440.89,515.79,217.96,299.70,0.5730,-1,-1,-1
190,-1,580.74,1.42,78.71,169.06,0.4337,-1,-1,-1
191,-1,1438.28,515.14,218.89,303.50,0.6730,-1,-1,-1
191,-1,580.92,1.38,78.82,168.75,0.4566,-1,-1,-1
192,-1,581.57,2.28,77.26,167.14,0.4587,-1,-1,-1
192,-1,1447.68,518.32,211.21,301.61,0.3150,-1,-1,-1
193,-1,581.62,2.28,77.14,167.06,0.4547,-1,-1,-1
194,-1,581.06,1.39,78.63,169.10,0.4477,-1,-1,-1
195,-1,1437.68,520.11,216.12,309.69,0.6819,-1,-1,-1
195,-1,581.03,1.38,78.63,169.24,0.4485,-1,-1,-1
195,-1,1511.66,520.23,143.57,308.14,0.3838,-1,-1,-1
196,-1,1475.72,508.50,182.14,321.74,0.6012,-1,-1,-1
196,-1,581.07,1.43,78.40,168.68,0.4479,-1,-1,-1
197,-1,1481.40,507.21,174.39,321.92,0.5642,-1,-1,-1
197,-1,580.88,1.49,78.49,168.24,0.4281,-1,-1,-1
198,-1,1480.90,505.87,174.63,321.98,0.6689,-1,-1,-1
